concentration,filename,frame,pressure_MPa,H1_idx,H2_idx,H3_idx,H1_dB,H2_dB,H3_dB,U1_idx,U2_idx,U3_idx,U1_dB,U2_dB,U3_dB,target_bb_std,ambient_bb_std,harmonic_threshold_dB,U1_threshold_dB,U2_threshold_dB,U3_threshold_dB,exceeds_H1,exceeds_H2,exceeds_H3,exceeds_U1,exceeds_U2,exceeds_U3,safety_1s,safety_2s,safety_3s
1000x_02,PCI_1000x_02.pacq,32,0.18,12584,14681,16778,-18.5799560113003,-11.4223156038135,-12.2078268347117,13541,15638,18678,-11.8022468412573,-9.50667020821674,-7.7681083324176,75.3383451152487,1.19513649086624,-51.6930576443785,-21.8757310395086,-24.4797391366621,-18.024877342886,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,1,0.025,12584,14681,16778,-56.4526557022372,-46.9523205380369,-41.1725316007874,12780,16714,18811,-48.0774960013278,-47.6426824705548,-40.1135478125703,0.472639653331229,0.466824353655995,-53.9883295258759,-54.2218417220859,-50.6375024680176,-48.3572425379499,0,1,1,1,1,1,0,0,0
100x_01,PCI_100x_01.pacq,2,0.03,12584,14681,16778,-41.3620901891463,-35.3715509939399,-32.9942712396773,12780,16714,18811,-42.0181339818086,-39.7468742144071,-34.2898804760165,0.50713582350805,0.466623723656515,-53.9753045234719,-54.2236501123949,-50.3600334718426,-49.3149912174704,1,1,1,1,1,1,0,0,0
100x_01,PCI_100x_01.pacq,3,0.035,12584,14681,16778,-37.8922391108481,-29.6727798286129,-24.7532900614969,12781,16714,16842,-37.3601594012325,-31.0054565846875,-31.1270473758586,0.625507186933849,0.472431658827809,-53.9691717091287,-53.7220745565634,-50.9517760713699,-48.5962217732592,1,1,1,1,1,1,0,0,0
100x_01,PCI_100x_01.pacq,4,0.04,12584,14681,16778,-25.4850621782522,-17.7215455665557,-12.8657625602596,12780,16714,18811,-21.4370737634458,-19.2158670649207,-16.6342104344085,1.793021929426,0.485744391301445,-53.944192458876,-53.2469996145398,-50.0074715107837,-48.6693442511105,1,1,1,1,1,1,1,1,0
100x_01,PCI_100x_01.pacq,5,0.045,12584,14681,16778,-17.9663662282956,-8.53906892813336,-0.786259082057201,12781,16714,18811,-13.3932891889887,-7.24601855093022,-4.5003579467399,4.70287967279359,0.465281767395619,-53.9774620118647,-53.0071487680922,-50.1840865757163,-48.1756668206538,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,6,0.05,12584,14681,16778,-24.2206131298838,-11.4420692294143,-5.38947474025859,12780,14877,18811,-9.93601812404241,-9.91360008040756,-7.35155506159702,6.32411252435249,0.474018350843289,-53.9380988900729,-53.6274229570285,-50.642513392505,-47.5078037648756,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,7,0.055,12584,14681,16778,-22.714429564955,-21.7301384786471,-10.7451533142012,12774,16714,18811,-15.9996803368006,-15.5873597239387,-10.5773000856973,8.05526740943676,0.480278100677452,-53.9163233305624,-53.1436285640195,-49.7130483895907,-46.1460400444399,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,8,0.06,12584,14681,16778,-23.0822320564099,-10.3879088292089,-5.80687548887846,12780,16714,18812,-15.7475389733419,-10.1046078424429,-7.99031987009377,13.1417460235624,0.473549943818784,-53.8795914292759,-51.6133987249039,-49.2074009255693,-47.1725706284844,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,9,0.065,12584,14681,16778,-18.0787545811885,-9.34512276653194,-8.47367816389779,12691,16704,18802,-14.2633332121364,-9.07964963890836,-5.34293346319017,19.5094952383888,0.470305588340059,-53.8330547011442,-48.8388657665188,-44.8586163382864,-44.1792303798068,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,10,0.07,12584,14681,16778,-16.8099981287807,-8.81413612311133,-8.52262800027536,12699,16702,18793,-11.2570712550547,-8.92437129584829,-4.8608282402145,24.3782107733019,0.485041052096939,-53.869375382499,-43.9189697105974,-47.1664278663958,-41.4371394988691,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,11,0.075,12584,14681,16778,-16.3352726482721,-13.3035268765743,-14.6549727308177,12669,16700,18796,-11.726510237613,-7.65058898986931,-2.37502487625717,31.906732042402,0.488338569620121,-53.8534278557025,-41.9309078971906,-45.7038954499367,-44.9138043436155,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,12,0.08,12584,14681,16778,-17.987528769472,-18.8483874984986,-8.50311878420204,14621,16723,18821,-10.2843586084622,-5.43938397471924,-2.10952181001679,36.9881755112751,0.481666646114749,-53.790962359901,-41.151423171926,-45.8726177925698,-40.3024151234931,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,13,0.085,12584,14681,16778,-15.21869925564,-11.6996128860063,-5.55861491979035,14596,16575,18673,-9.70375387230309,-6.74176136082092,-2.98672985494231,43.6511995265142,0.476170191370291,-53.7516330424052,-39.3371779913198,-41.4685583535544,-40.153741477451,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,14,0.09,12584,14681,16778,-20.1918294898866,-16.5901862718467,-14.8625024634559,14631,16670,18818,-11.1472641107122,-7.46425629700473,-3.70558667712324,44.8572266798066,0.483775269607486,-53.6234278472822,-38.1180725317996,-38.2712544745791,-38.1646407680008,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,15,0.095,12584,14681,16778,-24.505131174463,-16.8373727416268,-11.8222241477978,14578,16676,18785,-11.4295016009756,-9.13714294191435,-4.78916165585161,50.4313743897509,0.489339293836667,-53.6293451916236,-36.8197345780857,-35.5535750521584,-35.6738214289206,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,16,0.1,12584,14681,16778,-20.3945110706844,-19.5518814817262,-9.4034633799178,14451,16647,18744,-11.5364910557603,-8.32643639610566,-4.77447913863162,54.4056396756001,0.496292359263224,-53.5629526189086,-35.4703741112511,-35.2596619913373,-35.4317197840598,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,17,0.105,12584,14681,16778,-23.782408494043,-15.4280136920622,-10.5237091797255,14580,16534,18750,-11.8490129783448,-8.61906226253306,-6.27291946553427,53.0579837358862,0.536816597793163,-53.4614627428405,-33.9681800802946,-32.2599926480434,-32.3356325528671,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,18,0.11,12584,14681,16778,-22.6932831150426,-16.7795910505372,-9.15631392694292,14119,16713,18718,-11.99089066973,-7.80317840128828,-6.84125073222744,54.1631279149303,0.546238501971437,-53.4365278297605,-32.4322360195811,-33.0887370031107,-33.2160130448232,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,19,0.115,12584,14681,16778,-17.4917681702734,-15.1710373305772,-12.1342588555357,14101,16568,18025,-10.2264509642866,-8.75561620032327,-5.59229740577544,67.4877640033662,0.561666192826163,-53.3771470985508,-32.234221999939,-34.1897054847402,-33.9587619714926,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,20,0.12,12584,14681,16778,-21.5918557784141,-15.6710512142002,-11.9881951082554,12857,15225,18730,-9.55320935559382,-8.31593631150389,-3.64018351359397,70.2344013959249,0.59107956143872,-53.2707564947119,-32.6015986999598,-33.1271731838607,-29.2599953515676,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,21,0.125,12584,14681,16778,-16.3442564246928,-9.16421542203743,-6.13955414429808,14013,16678,18748,-8.51492357633013,-6.78562209824533,-4.64307326029747,83.3400595170258,0.600999667339777,-53.2609320934293,-31.8762468143978,-34.9148964197528,-26.0697893957785,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,22,0.13,12584,14681,16778,-17.8757222071671,-14.2714232712106,-9.82022601830608,14258,16502,18384,-8.15220773063628,-5.85779349075033,-3.43083880438918,96.5698824523278,0.675673681219014,-52.9135115171115,-29.2937086368692,-32.4646251419362,-24.0073676222965,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,23,0.135,12584,14681,16778,-14.2057907041165,-9.59255442575363,-9.89042807972947,13413,15417,18769,-8.62017231129817,-6.43226106487341,-2.26116642592635,101.877770566681,0.661811348616496,-53.056225265536,-28.0413474456783,-33.0631469502553,-22.44602478726,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,24,0.14,12584,14681,16778,-18.0763722040274,-9.99360328410328,-8.4668557203262,13747,16657,18798,-7.49161334432761,-4.41376986789655,-2.02905562012678,115.073468396062,0.73615896189544,-52.9577831430724,-28.6148221387475,-30.8858891641089,-22.1121417202197,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,25,0.145,12584,14681,16778,-13.6117789568384,-9.81740758540274,-7.71179861009495,13918,15177,18703,-6.89389894081849,-4.51994405687792,-1.47930653693546,123.444328949082,0.75307115990572,-52.7504275567875,-25.9233807639402,-28.9859796942934,-21.1375205048809,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,26,0.15,12584,14681,16778,-14.1609542572088,-9.49362779684634,-3.09029204228367,14363,16439,18681,-5.30239324211303,-2.53676820194901,-0.0495268643805648,143.959679956212,0.781896132865829,-52.5921584629752,-24.6617395594979,-27.8926410725342,-20.8715442701799,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,27,0.155,12584,14681,16778,-13.393123605934,-7.6448625156761,-3.23822314494019,12792,16312,18669,-6.03374969798737,-3.3009335165689,-0.741617471399669,139.5825709645,0.836263251524327,-52.3876859610292,-23.3877150567548,-26.9414274213098,-19.5250094141728,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,28,0.16,12584,14681,16778,-10.2013912192716,-9.13925955278549,-3.71225257136357,12855,16692,18605,-4.57159295091615,-1.5953016088556,-0.01683218918935,149.773576311433,0.939150347530212,-52.357284334588,-22.5750637230035,-27.9093449959311,-21.2291160031417,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,29,0.165,12584,14681,16778,-9.82298901225069,-9.33745635254109,-7.53407651001119,12655,16659,18357,-3.8812454732291,-1.67600877777471,0.708884608825396,158.989796468333,0.96728555655438,-52.0626012172031,-22.9336830423437,-26.3131045342869,-20.1079253842266,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,30,0.17,12584,14681,16778,-10.4081346658659,-10.6351655204934,-2.23554007910987,14517,16614,18315,-4.59897871902814,-1.11008426609308,1.99569079387063,163.688032687137,1.00960132190753,-52.0373707586178,-22.2434142418876,-26.9044803408376,-20.7222786228664,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,31,0.175,12584,14681,16778,-7.19183259448532,-5.84861218836787,-4.17482647974038,14052,16577,18691,-3.94975906681201,-1.15133600461315,1.33686945884759,173.66267697329,1.1184826954886,-51.9394180120308,-22.4721366449541,-25.3979093724033,-20.9244847599353,1,1,1,1,1,1,1,1,1
100x_01,PCI_100x_01.pacq,32,0.18,12584,14681,16778,-9.01488238644186,-3.88594880707817,-5.69124679331956,14020,16127,18186,-3.66542845703015,-1.59237020509149,1.84815883457066,176.289397210201,1.19513649086624,-51.6930576443785,-21.8757310395086,-24.4797391366621,-18.024877342886,1,1,1,1,1,1,1,1,1
100x_02,PCI_100x_02.pacq,1,0.025,12584,14681,16778,-57.2532072550789,-54.8620702096076,-53.463052859268,14494,14878,18811,-54.5248876301157,-48.0716569193537,-47.8010431955839,0.468588356131988,0.466824353655995,-53.9883295258759,-54.2218417220859,-50.6375024680176,-48.3572425379499,0,0,1,0,1,1,0,0,0
100x_02,PCI_100x_02.pacq,2,0.03,12584,14681,16778,-44.2101936419265,-45.9616294969649,-32.7433993736406,12781,16714,16842,-48.0047353873255,-39.1289450092377,-39.1364753608027,0.484665657840149,0.466623723656515,-53.9753045234719,-54.2236501123949,-50.3600334718426,-49.3149912174704,1,1,1,1,1,1,0,0,0
100x_02,PCI_100x_02.pacq,3,0.035,12584,14681,16778,-38.5845544831189,-43.6771286272045,-26.4516384728697,12780,16714,16842,-41.3016180079022,-33.0309211433685,-32.5625320088104,0.481720401889791,0.472431658827809,-53.9691717091287,-53.7220745565634,-50.9517760713699,-48.5962217732592,1,1,1,1,1,1,0,0,0
100x_02,PCI_100x_02.pacq,4,0.04,12584,14681,16778,-32.4450752857086,-43.0694375519032,-32.7119262495657,12648,14878,18811,-41.8799883529006,-36.2530114102486,-35.9880440419269,0.490934936190309,0.485744391301445,-53.944192458876,-53.2469996145398,-50.0074715107837,-48.6693442511105,1,1,1,1,1,1,0,0,0
100x_02,PCI_100x_02.pacq,5,0.045,12584,14681,16778,-30.8918674837721,-29.7486314335245,-30.4124599614868,12781,16715,18812,-34.8699897872796,-36.5834522338606,-28.8168956263543,0.624867501062658,0.465281767395619,-53.9774620118647,-53.0071487680922,-50.1840865757163,-48.1756668206538,1,1,1,1,1,1,0,0,0
100x_02,PCI_100x_02.pacq,6,0.05,12584,14681,16778,-29.5298299392847,-24.9602870994154,-19.7240591945401,12780,16714,16842,-31.9876660253684,-26.069907316966,-26.1622614961197,0.82362718679819,0.474018350843289,-53.9380988900729,-53.6274229570285,-50.642513392505,-47.5078037648756,1,1,1,1,1,1,0,0,0
100x_02,PCI_100x_02.pacq,7,0.055,12584,14681,16778,-29.2138093519976,-25.0758371729864,-19.6238147616666,12780,16714,18811,-29.8123113294996,-25.8395753657334,-25.1529667143525,1.19361567212664,0.480278100677452,-53.9163233305624,-53.1436285640195,-49.7130483895907,-46.1460400444399,1,1,1,1,1,1,1,0,0
100x_02,PCI_100x_02.pacq,8,0.06,12584,14681,16778,-29.2480531980038,-20.8512552553398,-20.8159731138931,14617,16714,18812,-28.3979252763759,-26.4896783600138,-19.6618493134021,2.17537440878212,0.473549943818784,-53.8795914292759,-51.6133987249039,-49.2074009255693,-47.1725706284844,1,1,1,1,1,1,1,1,1
100x_02,PCI_100x_02.pacq,9,0.065,12584,14681,16778,-28.171090331573,-21.9569440045834,-21.3789989702892,12761,16708,18811,-24.9043521381459,-24.4747372768394,-18.339165608408,4.77672336270594,0.470305588340059,-53.8330547011442,-48.8388657665188,-44.8586163382864,-44.1792303798068,1,1,1,1,1,1,1,1,1
100x_02,PCI_100x_02.pacq,10,0.07,12584,14681,16778,-25.7800709575824,-22.4840423163852,-19.5823759332502,12706,16702,18800,-23.2018448566058,-18.3125056137987,-14.9268773033243,7.29872096930049,0.485041052096939,-53.869375382499,-43.9189697105974,-47.1664278663958,-41.4371394988691,1,1,1,1,1,1,1,1,1
100x_02,PCI_100x_02.pacq,11,0.075,12584,14681,16778,-23.3268035847262,-17.4124810472863,-16.4541368262023,12688,16705,18812,-18.7408357932858,-15.9743309278044,-12.0609827596433,12.7946995672653,0.488338569620121,-53.8534278557025,-41.9309078971906,-45.7038954499367,-44.9138043436155,1,1,1,1,1,1,1,1,1
100x_02,PCI_100x_02.pacq,12,0.08,12584,14681,16778,-24.6096039164709,-18.5506626888236,-16.7351719763732,14605,16688,18784,-18.1555893789411,-13.0622618229661,-10.2693345006009,16.7578823781287,0.481666646114749,-53.790962359901,-41.151423171926,-45.8726177925698,-40.3024151234931,1,1,1,1,1,1,1,1,1
100x_02,PCI_100x_02.pacq,13,0.085,12584,14681,16778,-26.5567160623312,-17.732512822684,-18.330738151171,14593,16690,18787,-15.6552681195851,-12.8560046580458,-10.6981484710047,19.9700347036904,0.476170191370291,-53.7516330424052,-39.3371779913198,-41.4685583535544,-40.153741477451,1,1,1,1,1,1,1,1,1
100x_02,PCI_100x_02.pacq,14,0.09,12584,14681,16778,-25.402619532579,-23.9150491411095,-16.6499676808935,14586,16663,18761,-16.9497526144542,-14.4333654471317,-11.5523015171575,24.1411029281705,0.483775269607486,-53.6234278472822,-38.1180725317996,-38.2712544745791,-38.1646407680008,1,1,1,1,1,1,1,1,1
100x_02,PCI_100x_02.pacq,15,0.095,12584,14681,16778,-28.6819375551302,-19.0731444480177,-16.5838152012848,14606,16712,18675,-17.7777409427907,-13.6851158756515,-13.7620529848109,27.6197234342923,0.489339293836667,-53.6293451916236,-36.8197345780857,-35.5535750521584,-35.6738214289206,1,1,1,1,1,1,1,1,1
100x_02,PCI_100x_02.pacq,16,0.1,12584,14681,16778,-26.4935809469883,-24.0717449353564,-17.8007044844112,14593,16714,18811,-18.5653012561447,-14.7904389521814,-11.9976230444125,28.0489780815849,0.496292359263224,-53.5629526189086,-35.4703741112511,-35.2596619913373,-35.4317197840598,1,1,1,1,1,1,1,1,1
100x_02,PCI_100x_02.pacq,17,0.105,12584,14681,16778,-24.1132158893283,-23.6059025301264,-14.7341253457607,13903,16667,18651,-19.7912942651349,-15.443789998902,-13.0860661510615,32.0546734880089,0.536816597793163,-53.4614627428405,-33.9681800802946,-32.2599926480434,-32.3356325528671,1,1,1,1,1,1,1,1,1
100x_02,PCI_100x_02.pacq,18,0.11,12584,14681,16778,-22.4173373156188,-17.9607116561994,-17.3398319376521,13055,16502,18447,-18.3287310957899,-15.5794450222406,-12.4809642141834,31.5359506372428,0.546238501971437,-53.4365278297605,-32.4322360195811,-33.0887370031107,-33.2160130448232,1,1,1,1,1,1,1,1,1
100x_02,PCI_100x_02.pacq,19,0.115,12584,14681,16778,-26.3159712882111,-27.0794483924509,-17.8662284369445,14181,16633,18751,-19.8897273780209,-16.7410305917882,-14.4437176477706,36.0560333504034,0.561666192826163,-53.3771470985508,-32.234221999939,-34.1897054847402,-33.9587619714926,1,1,1,1,1,1,1,1,1
100x_02,PCI_100x_02.pacq,20,0.12,12584,14681,16778,-28.3796394700198,-24.455331804421,-16.9751041433031,13882,16681,17962,-18.735384240067,-15.1194821254356,-13.8734844105669,40.9415271883109,0.59107956143872,-53.2707564947119,-32.6015986999598,-33.1271731838607,-29.2599953515676,1,1,1,1,1,1,1,1,1
100x_02,PCI_100x_02.pacq,21,0.125,12584,14681,16778,-25.9856665955036,-23.3323890665799,-16.4904796787586,13705,16685,18656,-15.8860704866947,-14.9514836306026,-11.4510077153543,44.0927797473916,0.600999667339777,-53.2609320934293,-31.8762468143978,-34.9148964197528,-26.0697893957785,1,1,1,1,1,1,1,1,1
100x_02,PCI_100x_02.pacq,22,0.13,12584,14681,16778,-22.8259025195376,-18.7524279864985,-16.8788693827499,14256,16706,18247,-14.6238026622898,-11.0683344576518,-9.79352165183334,50.7083943927963,0.675673681219014,-52.9135115171115,-29.2937086368692,-32.4646251419362,-24.0073676222965,1,1,1,1,1,1,1,1,1
100x_02,PCI_100x_02.pacq,23,0.135,12584,14681,16778,-20.2234460020965,-18.3677838473624,-14.0303326454441,13309,16623,18167,-11.6163290072759,-9.67778319205186,-8.62723786753539,65.2275255309866,0.661811348616496,-53.056225265536,-28.0413474456783,-33.0631469502553,-22.44602478726,1,1,1,1,1,1,1,1,1
100x_02,PCI_100x_02.pacq,24,0.14,12584,14681,16778,-22.4283167586445,-21.1397752178596,-12.031886675343,14112,16355,18727,-12.422800828756,-9.40123690825673,-8.37084938065247,70.2748928343115,0.73615896189544,-52.9577831430724,-28.6148221387475,-30.8858891641089,-22.1121417202197,1,1,1,1,1,1,1,1,1
100x_02,PCI_100x_02.pacq,25,0.145,12584,14681,16778,-17.0465712105767,-19.4136641023973,-13.1537573664406,14515,16289,18761,-10.9367590877841,-8.38876006700282,-5.13031499671599,76.2232917066802,0.75307115990572,-52.7504275567875,-25.9233807639402,-28.9859796942934,-21.1375205048809,1,1,1,1,1,1,1,1,1
100x_02,PCI_100x_02.pacq,26,0.15,12584,14681,16778,-18.2350674214252,-16.3596134579371,-10.6263893568803,13564,16532,18628,-10.7330384592477,-8.37757959991322,-5.22966849328317,79.8376110840857,0.781896132865829,-52.5921584629752,-24.6617395594979,-27.8926410725342,-20.8715442701799,1,1,1,1,1,1,1,1,1
100x_02,PCI_100x_02.pacq,27,0.155,12584,14681,16778,-17.7618617947984,-15.4935836077262,-10.7652538245061,14263,16604,17593,-10.3754965753869,-6.87084354672426,-4.90193783753285,85.6318154479191,0.836263251524327,-52.3876859610292,-23.3877150567548,-26.9414274213098,-19.5250094141728,1,1,1,1,1,1,1,1,1
100x_02,PCI_100x_02.pacq,28,0.16,12584,14681,16778,-16.1112291521623,-12.8038378952913,-12.0854671956248,12867,16592,18781,-7.81397342563876,-6.68418932247366,-3.32743591235352,101.699486750683,0.939150347530212,-52.357284334588,-22.5750637230035,-27.9093449959311,-21.2291160031417,1,1,1,1,1,1,1,1,1
100x_02,PCI_100x_02.pacq,29,0.165,12584,14681,16778,-15.2197892340659,-11.4703910104678,-8.65859984645398,13425,15180,18235,-7.36981594463077,-5.52155185796554,-3.53013250191656,102.485675380887,0.96728555655438,-52.0626012172031,-22.9336830423437,-26.3131045342869,-20.1079253842266,1,1,1,1,1,1,1,1,1
100x_02,PCI_100x_02.pacq,30,0.17,12584,14681,16778,-15.0427024920359,-10.5422489545151,-11.2228956393411,13841,16512,18779,-6.95003799292922,-4.84031966405116,-2.4345777132472,109.953277151087,1.00960132190753,-52.0373707586178,-22.2434142418876,-26.9044803408376,-20.7222786228664,1,1,1,1,1,1,1,1,1
100x_02,PCI_100x_02.pacq,31,0.175,12584,14681,16778,-13.9643104009736,-13.5543718426107,-10.6580049735644,13256,15752,17849,-7.3869741084968,-4.97711812352828,-3.00404969702346,108.088620814261,1.1184826954886,-51.9394180120308,-22.4721366449541,-25.3979093724033,-20.9244847599353,1,1,1,1,1,1,1,1,1
